env_temp,env_humid,diss_ox,ph_level,turbidity,tot_diss_solid,water_temp,hardness,wqi,sep
31.04,79.76,6,6.98,16,184.87,26.04,350.69,57.03,1
35.5,71.47,6,7.31,16,22.67,30.5,189.45,105.57,1
34.41,75.54,6,6.06,4.37,14807.27,29.41,184.37,108.48,0
39.3,60.89,7,5.77,4.69,24909.44,34.3,155.05,128.99,0
35.04,71.54,7,7.08,18,18.6,30.04,187.3,106.78,1
39.51,61.44,7,5.09,4.84,34094.06,34.51,174.27,114.77,0
33.76,76.7,8,5.83,5.19,30021.26,28.76,165.47,120.87,0
35.22,72.09,6,7.24,16,81.23,30.22,248,80.65,1
33.61,77.81,7,6.6,3.59,21607.48,28.61,174.63,114.53,0
33.75,72.59,7,7,16,28.73,28.75,193.82,103.19,1
33.75,76.5,6,8.11,2.65,26631.21,28.75,236.49,84.57,0
33.85,71.12,7,7.39,16,278.39,28.85,442.6,45.19,1
38.6,62.72,6,5,3.4,26849.19,33.6,280.08,71.41,0
33.98,76.27,9,10.55,3.95,32150.98,28.98,185.17,108.01,0
35,69.49,6,7.04,17,20.64,30,185.17,108.01,1
33.45,76.44,7,8,3.22,24642.81,28.45,162.51,123.07,0
39.19,62.08,7,6.22,5.33,19460.38,34.19,130.94,152.74,0
38.54,62.53,5,9.57,4.2,38787.46,33.54,173.11,115.53,0
35.2,73.06,9,8,3.43,15426.92,30.2,239.44,83.53,0
30.4,75.94,6,7.01,17,141.34,25.4,303.09,65.99,1
33.84,75.72,7,4.73,5.46,15517.39,28.84,230.94,86.6,0
33.44,76.67,9,7.31,5.12,14540.74,28.44,199.81,100.09,0
35.32,67.32,7,6.76,17,77.46,30.32,241.18,82.93,1
34.29,74.77,7,7.32,18,32.74,29.29,203.41,98.32,1
37.86,64.95,7,7.24,18,118.1,32.86,286.01,69.93,1
33.69,76.6,7,7.89,4.64,17645.07,28.69,164.71,121.43,0
33.61,75.95,8,7.34,4.03,21273.46,28.61,187.67,106.57,0
37.34,65.98,5,6.77,3.3,21162.73,32.34,203.75,98.16,0
33.53,76.25,9,6.77,5.2,25887.63,28.53,201.65,99.18,0
37.67,63.91,7,7.53,17,40.71,32.67,206.49,96.86,1
33.4,76.67,6,6.98,5.44,30862.78,28.4,200.47,99.77,0
36.84,69.74,6,5.68,18,56.39,31.84,224.49,89.09,1
33.15,76.61,9,6.81,3.18,35001.14,28.15,179.72,111.28,0
34.53,72.88,6,7.34,18,79.35,29.53,247.63,80.77,1
33.58,76.73,7,8.66,4.59,13676.75,28.58,222.27,89.98,0
33.7,76.7,8,4.89,3.9,9559.55,28.7,153.51,130.29,0
33.19,69.04,6,6.92,18,66.03,28.19,227.37,87.96,1
37.5,65.37,6,6.93,17,768.67,32.5,933.97,21.41,1
35.71,72.02,8,6.98,4.16,11848.77,30.71,202.26,98.88,0
30.89,80.39,6,8.3,16,200.28,25.89,367.75,54.38,1
31.23,73.93,6,6.78,18,62.19,26.23,224.36,89.14,1
34.03,72.95,6,7.28,18,305.86,29.03,473.15,42.27,1
30.1,76.67,6,7.13,18,167.61,25.1,330.61,60.49,1
33.53,76.83,9,11.57,3.76,39234.47,28.53,192.92,103.67,0
30.13,76.76,7,7.01,17,171.08,25.13,334.11,59.86,1
36.45,70.65,7,7.31,17,71.77,31.45,241.63,82.77,1
38.81,60.85,6,6.73,18,118.1,33.81,282.3,70.85,1
33.32,76.28,7,7.5,4.24,21736.37,28.32,236.71,84.49,0
38.81,65.59,6,7.23,18,96.16,33.81,265.6,75.3,1
33.38,76.77,11,6.45,4.07,12812.56,28.38,218.91,91.36,0
33.67,76.64,6,9.56,17,155.42,28.67,326.96,61.17,1
38.76,61.72,6,8.9,3.7,8870.9,33.76,222.26,89.99,0
34.04,74.8,7,7.31,17,98.01,29.04,267.2,74.85,1
34.26,75.54,7,6.46,16,81.23,29.26,249.75,80.08,1
32.2,76.14,7,6.83,18,71.77,27.2,239.14,83.63,1
33.26,75.89,6,7.2,3.88,37308.99,28.26,147.71,135.4,0
33.98,76.17,8,7.27,4.2,14206.36,28.98,175.02,114.28,0
35.97,65.17,7,6.72,18,34.74,30.97,198.57,100.72,1
34.37,67.93,7,6.7,18,66.03,29.37,229.4,87.18,1
36.89,67.41,6,6.78,18,144.88,31.89,311.85,64.13,1
32.91,74.79,7,6.98,18,22.67,27.91,190.26,105.12,1
37.4,67.14,6,6.73,3.18,27430.44,32.4,197.56,101.23,0
33.53,77.42,8,10.85,4.35,12887.19,28.53,166.74,119.95,0
37.26,66.37,6,6.94,18,134.24,32.26,301.07,66.43,1
33.47,77.12,7,6.04,5.76,20472.87,28.47,139.77,143.09,0
39.61,60.67,6,5.7,3.4,41411.6,34.61,233.52,85.65,0
39.25,61.76,7,7.41,3.77,9566.12,34.25,204.96,97.58,0
36.66,65.2,6,8.21,18,132.46,31.66,298.19,67.07,1
33.66,76.83,6,6.96,4.49,12878.18,28.66,180.4,110.86,0
33.7,76.6,8,8.59,3.7,33013.48,28.7,228.68,87.46,0
34.79,71.47,7,7.34,16,22.67,29.79,189.06,105.79,1
33.76,76.7,9,8.31,4.41,7929.5,28.76,245.72,81.39,0
33.16,73.48,7,6.66,18,66.03,28.16,232.49,86.03,1
35.35,71.01,7,7.31,16,24.69,30.35,191.71,104.32,1
37.75,67.76,7,7.74,17,40.71,32.75,210.71,94.92,1
39.27,61.95,6,6.2,4.11,35439.69,34.27,211.64,94.5,0
34.04,73.54,7,7.34,16,94.31,29.04,261.27,76.55,1
33.63,76.73,7,8.21,5.13,17414.52,28.63,204.67,97.72,0
37.01,68.44,7,7.24,16,109.02,32.01,276.72,72.28,1
34.5,71.02,7,8.28,16,123.51,29.5,289.81,69.01,1
37.14,66.89,7,8,4.07,3900.91,32.14,235,85.1,0
33.65,76.64,4,5.57,3.6,15613.16,28.65,229.17,87.27,0
33.28,74.62,7,6.98,17,24.69,28.28,191.85,104.25,1
30.35,79.09,6,7.12,16,217.29,25.35,381.2,52.47,1
33.5,77.12,6,8.9,4.37,13319.5,28.5,194.22,102.98,0
30.38,78.5,7,7.48,16,227.47,25.38,392.21,50.99,1
34.28,74.96,7,7.31,17,283.51,29.28,453.34,44.12,1
35.22,71.01,6,7.32,17,24.69,30.22,191.46,104.46,1
38.42,63.82,8,8,2.78,17749.3,33.42,195.87,102.11,0
39.25,61.76,7,7.41,3.77,9566.12,34.25,204.96,97.58,0
34.13,73.73,7,7.33,17,114.48,29.13,282.8,70.72,1
35.54,71.95,6,7.28,18,118.1,30.54,287.41,69.59,1
37.14,65.72,6,9.17,17,186.59,32.14,353.76,56.54,1
37,66.89,8,8.35,4.22,13533.23,32,231.2,86.5,0
33.32,77.36,6,8,2.84,16110.18,28.32,185.12,108.04,0
36.63,67.73,6,8,3.29,49125.36,31.63,160.6,124.54,0
34.59,73.66,7,8.03,2.45,25204.67,29.59,197.61,101.21,0
34.13,73.44,6,7.29,17,304.13,29.13,471.12,42.45,1
32.05,81.67,7,7.79,16,201.98,27.05,373.54,53.54,1
33.81,72.98,6,7.31,18,99.85,28.81,266.76,74.97,1
38.79,63.18,10,8,2.63,9609.74,33.79,241,82.99,0
32.38,74.76,6,6.83,17,22.67,27.38,187.02,106.94,1
34.1,75.98,8,7.29,4.4,15823.34,29.1,180.84,110.59,0
34.4,73.11,6,6.86,16,16.55,29.4,182.32,109.7,1
38.6,63.98,9,10.14,3.87,15088.83,33.6,242.01,82.64,0
38.62,61.95,8,9.5,4.17,18088.35,33.62,185.88,107.6,0
33.58,76.54,6,6.55,4.82,25070.01,28.58,145.81,137.17,0
33.58,76.44,6,7.54,4.21,26716.36,28.58,201.96,99.03,0
30.56,74.82,7,7.06,18,64.11,25.56,227.11,88.06,1
33.63,77.03,9,8,3.91,8692.54,28.63,180.68,110.69,0
33.47,76.73,6,5.19,3.77,22648.24,28.47,178.99,111.74,0
34.69,73.62,8,6.28,3.02,16950.02,29.69,178.71,111.91,0
33.87,76.79,7,7.87,4.22,18608.66,28.87,184.07,108.66,0
39.82,60.73,6,6.62,2.84,21443.26,34.82,204.34,97.87,0
38.39,63.04,6,6.8,18,141.34,33.39,306.96,65.16,1
33.58,76.25,6,5.73,3.68,1351.91,28.58,223.7,89.4,0
34.59,71.61,7,7.29,18,94.31,29.59,262.39,76.22,1
34.78,73.52,9,8.73,4.57,18862.67,29.78,213.61,93.63,0
35.26,72.09,7,6.54,17,295.51,30.26,463.66,43.14,1
33.75,76.5,7,8,4.52,15380.12,28.75,226.27,88.39,0
33.53,76.64,10,6.36,4.04,9844.7,28.53,207.42,96.42,0
31.54,72.52,7,6.85,17,75.56,26.54,237.01,84.38,1
34.91,72.64,7,7.32,17,101.69,29.91,270.47,73.95,1
38.77,62.79,7,8,3.31,12856.73,33.77,231.16,86.52,0
38.63,63.01,6,8,5.92,14507.02,33.63,144.82,138.11,0
37.97,63.65,6,6.52,16,54.45,32.97,217.56,91.93,1
33.67,76.93,7,8.86,5.76,17465.1,28.67,181.67,110.09,0
34.69,71.28,7,6.72,18,16.55,29.69,183.93,108.74,1
33.38,76.18,9,7.83,3.53,25918.57,28.38,171.29,116.76,0
33.91,76.79,10,7.68,4.78,25475.88,28.91,221.58,90.26,0
38.82,61.72,6,6.85,16,110.84,33.82,274.05,72.98,1
35.53,69.81,6,6.72,17,22.67,30.53,188.26,106.24,1
38.36,63.04,6,7.1,16,246.11,33.36,409.97,48.78,1
33.57,76.54,5,6.95,4.93,32946.57,28.57,214.17,93.38,0
35.18,73.25,7,5.51,4.46,27859.75,30.18,212.56,94.09,0
34,76.95,7,6.15,4.82,48175.85,29,163.21,122.54,0
34.31,73.3,7,7.31,18,305.86,29.31,475.09,42.1,1
38.63,62.04,5,7.08,3.49,29846.72,33.63,169.47,118.02,0
31.04,80.35,7,8.17,16,210.5,26.04,379.1,52.76,1
36.11,69.74,7,6.93,16,127.1,31.11,293.99,68.03,1
39.85,59.67,8,4.37,4.65,29542.34,34.85,188.65,106.01,0
32.97,72.99,6,6.72,16,83.11,27.97,245.76,81.38,1
33.87,74.84,7,4.95,18,14.51,28.87,182.04,109.87,1
39.64,61.05,6,7.28,17,79.35,34.64,244.96,81.65,1
34.09,76.46,7,6.39,3.04,31620.19,29.09,193.05,103.6,0
34.48,74.34,7,7.35,17,280.09,29.48,449.74,44.47,1
32.3,76.43,6,6.9,18,38.72,27.3,205.65,97.25,1
33.48,76.73,4,10.16,3.53,16522.72,28.48,243.61,82.1,0
33.75,75.62,6,6.47,17,67.95,28.75,235.54,84.91,1
33.77,76.6,9,8,3.46,11949.6,28.77,259.67,77.02,0
35.39,72.67,5,7.3,3.16,46718.56,30.39,143.43,139.44,0
38.23,65.56,4,6.55,4.2,13584.9,33.23,205.17,97.48,0
38.76,62.4,9,9.8,2.76,27357.46,33.76,98.77,202.49,0
34.04,73.34,7,6.76,17,16.55,29.04,183.73,108.86,1
31.32,73.04,7,6.82,17,66.03,26.32,227.53,87.9,1
37.14,66.89,7,6.61,16,30.74,32.14,196.52,101.77,1
39.44,60.79,9,4.55,3.93,25969.22,34.44,197.08,101.48,0
38.38,62.46,6,7.43,16,96.16,33.38,259.81,76.98,1
33.89,72.69,6,7.33,18,305.86,28.89,472.66,42.31,1
30.95,74.39,7,7.03,18,54.45,25.95,217.77,91.84,1
33.23,76.57,6,7.34,17,20.64,28.23,189.01,105.81,1
39.27,61.66,7,8.02,3.44,21759.36,34.27,175.87,113.72,0
33.61,76.34,7,7.14,16,136.02,28.61,304.72,65.63,1
34.46,67.71,6,6.76,16,60.26,29.46,220.65,90.64,1
34.03,75.78,8,5.63,4.06,22856.74,29.03,192.34,103.98,0
33.63,76.44,6,7.77,3.91,13829.94,28.63,194.73,102.7,0
38.42,63.53,6,6.35,4.27,14905.39,33.42,190.38,105.05,0
35.3,73.16,6,8,4.65,9626.89,30.3,191.01,104.71,0
36.54,68.99,7,7.8,18,83.11,31.54,252.98,79.06,1
33.63,76.83,7,4.57,16,69.86,28.63,236.52,84.56,1
38.53,61.95,6,6.14,3.26,8081.47,33.53,236.67,84.5,0
33.66,76.54,7,8,3.17,32600.43,28.66,232.86,85.89,0
38.27,65.56,7,7.32,17,77.46,33.27,245.88,81.34,1
32.53,78.45,7,6.95,17,66.03,27.53,235.49,84.93,1
34.47,75.31,6,5.51,2.78,21543.73,29.47,164.5,121.58,0
35.13,70.95,7,6.77,18,112.66,30.13,280.64,71.27,1
32.75,74.69,6,6.89,18,22.67,27.75,188.75,105.96,1
34,76.17,7,6.62,4.09,11388.53,29,150.72,132.7,0
33.55,74.58,8,7.37,4.34,42059.38,28.55,148.19,134.96,0
32.75,74.01,7,6.79,16,20.64,27.75,184.94,108.14,1
38.36,65.85,7,7.26,17,105.36,33.36,274.19,72.94,1
34.46,74.63,6,6.94,16,56.39,29.46,223.88,89.33,1
33.45,76.44,8,6.98,3.41,18194.55,28.45,181.71,110.07,0
34.4,71.55,7,7.3,18,16.55,29.4,184.2,108.58,1
34.33,73.6,6,7.33,17,302.4,29.33,469.99,42.55,1
33.61,76.34,10,8,3.35,30362.68,28.61,167.1,119.69,0
32.9,79.19,7,7.02,18,62.19,27.9,234.2,85.4,1
36.08,67.11,6,4.92,16,12.45,31.08,173.64,115.18,1
31.05,73.86,6,6.74,16,60.26,26.05,219.96,90.93,1
30.29,76.53,6,7.03,17,137.8,25.29,299.94,66.68,1
33.67,76.73,6,5.37,3.74,15973.69,28.67,250.66,79.79,0
33.82,76.11,6,6.58,3.81,16700.03,28.82,186.99,106.96,0
34.38,71.06,7,7.49,17,263.07,29.38,429.38,46.58,1
31.23,73.04,7,6.83,17,66.03,26.23,227.36,87.97,1
33.36,77.16,7,6.9,3.69,15422.22,28.36,209.64,95.4,0
34.31,77.01,7,7.39,17,90.59,29.31,262.61,76.16,1
30.52,78.56,6,7.14,17,203.69,25.52,368.43,54.28,1
35.63,70.5,7,7.25,16,67.95,30.63,234.96,85.12,1
36.65,68.7,8,7.13,4.71,18969.82,31.65,165.91,120.55,0
33.76,76.01,9,8.32,2.7,24814.49,28.76,110.9,180.34,0
33.57,76.73,6,8,4.69,21030.23,28.57,168.96,118.37,0
34.14,76.27,6,7.27,16,278.39,29.14,447.21,44.72,1
39.73,60.25,4,9.24,5.27,21610.58,34.73,223.69,89.41,0
33.66,75.27,6,6.02,18,172.81,28.66,340.42,58.75,1
33.65,78,6,8,5.07,13711.72,28.65,157.78,126.76,0
38.81,62.79,9,13.18,4.11,19237.95,33.81,47.43,421.66,0
33.66,76.83,6,6.96,4.49,12878.18,28.66,180.4,110.86,0
31.89,74.84,7,7,18,164.14,26.89,329.76,60.65,1
39.29,61.18,6,7.21,3.71,24627.87,34.29,120.33,166.21,0
36.17,67.9,7,7.28,16,44.66,31.17,210.18,95.16,1
40.04,59.64,9,8.69,2.28,2552.96,35.04,144.24,138.66,0
33.04,73.48,7,7,16,28.73,28.04,193.29,103.47,1
36.62,70.65,7,7.66,17,44.66,31.62,215.21,92.93,1
32.46,73.85,7,6.78,18,20.64,27.46,186.19,107.42,1
39.26,60.5,9,6.66,2.95,20571.85,34.26,216.44,92.4,0
37.11,66.6,7,7.8,16,130.68,32.11,297.3,67.27,1
36.11,67.9,7,7.1,17,22.67,31.11,188.89,105.88,1
33.58,76.54,7,8,4.48,22256.95,28.58,202.57,98.73,0
33.38,77.06,6,6.95,2.6,17540.03,28.38,168.88,118.43,0
33.63,76.73,7,6.54,5.14,15979.06,28.63,197.43,101.3,0
39.85,59.58,6,5.74,3.32,26831.61,34.85,188.22,106.26,0
33.38,76.67,7,8,3.58,25623.34,28.38,146.25,136.75,0
33.01,74.85,6,6.97,17,26.71,28.01,192.55,103.87,1
36.96,68.25,8,4.31,3.92,12770.83,31.96,191.12,104.65,0
33.45,76.44,8,6.98,3.41,18194.55,28.45,181.71,110.07,0
33.19,75.01,6,6.96,18,26.71,28.19,194.06,103.06,1
33.53,77.22,6,8.35,3.51,17177.79,28.53,239.82,83.4,0
33.66,77.32,9,5.29,3.53,9265.1,28.66,160.43,124.66,0
36.84,64.11,6,7.32,18,46.63,31.84,210.74,94.9,1
32.53,74.43,6,6.77,16,20.64,27.53,183.9,108.75,1
38.54,62.92,6,6.85,3.73,15908.64,33.54,195.45,102.33,0
38.48,62.34,7,5.7,4.14,35606.44,33.48,216.85,92.23,0
35.93,66.24,7,6.7,18,188.3,30.93,353.1,56.64,1
33.36,76.28,8,7.66,4.79,35056.23,28.36,230.82,86.65,0
37.25,65.79,7,7.33,16,69.86,32.25,235.48,84.93,1
31.11,73.27,6,6.77,17,67.95,26.11,228.21,87.64,1
33.66,76.34,7,5.36,3.87,27045.93,28.66,179.91,111.17,0
34.41,70.47,6,6.83,18,125.31,29.41,290.43,68.86,1
33.63,76.44,8,6.02,4.81,13095.15,28.63,178.5,112.04,0
32.08,75.88,6,6.8,16,60.26,27.08,224.1,89.25,1
33.88,76.21,5,8,3.07,18085.16,28.88,186.17,107.43,0
33.88,77.19,7,10.29,3.5,18869.21,28.88,162.78,122.87,0
33.5,76.64,8,7.13,1.99,9480.62,28.5,275.68,72.55,0
38.82,63.46,7,8.39,4.15,27032.14,33.82,215.3,92.9,0
33.67,76.73,10,6.16,5.08,26369.03,28.67,176.03,113.62,0
37.64,65.66,7,7.31,16,67.95,32.64,234.2,85.4,1
30.35,76.33,6,7.02,16,176.26,25.35,337.31,59.29,1
33.69,76.4,6,8.43,3.82,12833.46,28.69,224.86,88.95,0
34.06,75.49,7,6.97,17,101.69,29.06,271.27,73.73,1
37.9,64.47,7,6.43,17,62.19,32.9,227.89,87.76,1
34.02,73.14,6,7.2,16,239.33,29.02,404.71,49.42,1
34.83,71.37,6,7.34,18,16.55,29.83,183.92,108.74,1
39.57,60.76,11,5.02,4.29,29072.04,34.57,169.4,118.07,0
39,60.53,6,9.53,2.77,9472.61,34,201.96,99.03,0
35.86,67.83,6,6.8,17,26.71,30.86,191.06,104.68,1
31.59,76.64,6,6.98,18,157.17,26.59,322.97,61.93,1
33.84,73.47,6,7.28,16,304.13,28.84,469.56,42.59,1
37.85,66.99,7,7.21,16,36.74,32.85,204.64,97.73,1
38.35,64.5,6,9.11,4.49,24678.33,33.35,202.51,98.76,0
37.75,65.34,7,8.72,2.89,30681.12,32.75,219.78,91,0
36.76,68.28,8,4.22,4.28,34370.2,31.76,120.56,165.89,0
33.03,74.55,7,6.84,16,20.64,28.03,186.09,107.47,1
34.37,73.4,7,6.86,16,257.97,29.37,424.97,47.06,1
31.14,73.96,7,6.75,18,62.19,26.14,225.18,88.82,1
39.45,60.41,7,7.86,3.42,26703.85,34.45,210.95,94.81,0
37.26,66.66,7,7.22,16,73.67,32.26,240.07,83.31,1
33.75,76.6,8,7.44,4.5,31935.69,28.75,167.33,119.53,0
32.57,73.26,7,6.86,18,20.64,27.57,185.9,107.58,1
33.61,77.03,8,2.13,3.84,24905.28,28.61,192.7,103.79,0
34.14,72.85,6,7.33,17,99.85,29.14,266.31,75.1,1
34.6,72.88,6,7.38,16,83.11,29.6,249.57,80.14,1
37.66,65.47,6,7.16,17,94.31,32.66,260.26,76.85,1
34.97,73.39,7,7.32,2.98,19534.42,29.97,196.1,101.99,0
34.73,71.77,6,7.05,18,22.67,29.73,189.95,105.29,1
31.23,73.63,7,7.07,16,58.33,26.23,219.49,91.12,1
33.69,77.19,6,7.37,16,96.16,28.69,265.1,75.44,1
33.81,76.7,7,11.45,5.17,12355.34,28.81,186.65,107.15,0
37.56,65.85,9,4.78,3.22,13978.17,32.56,232,86.21,0
38.77,60.85,6,6.82,17,107.19,33.77,270.4,73.96,1
38.9,60.75,3,9.87,3.36,15326.86,33.9,214.17,93.39,0
32.02,74.99,6,6.77,17,174.54,27.02,338.34,59.11,1
34.35,67.64,6,6.79,17,62.19,29.35,223.32,89.56,1
38.47,64.27,7,7.02,17,48.59,33.47,215.82,92.67,1
37.8,64.37,6,6.13,17,60.26,32.8,224.36,89.14,1
34.81,73.62,8,7.72,4.17,35800.7,29.81,203.35,98.35,0
39.12,63.53,8,5.45,5.19,14446.81,34.12,199.23,100.39,0
34.22,74.96,7,6.96,17,151.91,29.22,321.27,62.25,1
35.59,71.56,6,6.94,18,109.02,30.59,277.7,72.02,1
39.29,60.79,7,8,3.71,26009.08,34.29,237.68,84.15,0
33.7,76.21,7,7.04,4.56,19746.49,28.7,220.5,90.7,0
35.71,69.48,6,7.09,18,16.55,30.71,183.54,108.97,1
38.28,63.72,9,11.18,4.37,25484.51,33.28,227.23,88.02,0
33.67,76.54,7,7.01,3.28,26395.25,28.67,162.12,123.36,0
39.45,61.08,6,6.9,17,73.67,34.45,238.55,83.84,1
30.71,78.95,7,7.51,18,229.17,25.71,397.05,50.37,1
33.61,76.25,5,7.49,3.75,9465.32,28.61,216.38,92.43,0
38.81,63.56,6,5.53,4.59,22095.64,33.81,218.52,91.53,0
36.78,68.67,5,7.4,3.8,18535.05,31.78,258.02,77.51,0
33.82,76.79,5,10.15,3.73,24755.96,28.82,244.21,81.9,0
36.96,66.3,6,6.33,18,60.26,31.96,225.81,88.57,1
34.19,73.5,6,6.39,18,62.19,29.19,229.46,87.16,1
33.67,77.03,7,5.81,3.6,7965.21,28.67,157.55,126.94,0
33.63,76.93,6,8.18,18,24.69,28.63,196.06,102.01,1
33.92,73.05,7,7.31,17,307.59,28.92,474.79,42.12,1
34.06,75,7,7.31,18,92.45,29.06,262.88,76.08,1
32.16,81.07,7,6.98,16,36.74,27.16,207.11,96.57,1
38.38,63.53,6,6.36,18,125.31,33.38,290.96,68.74,1
34.09,72.56,6,8.39,16,257.97,29.09,424.1,47.16,1
39.03,61.02,7,6.74,5.21,30950.68,34.03,156.48,127.81,0
36.76,69.15,7,7.31,18,101.69,31.76,271.67,73.62,1
32.68,73.81,7,6.81,16,20.64,27.68,184.62,108.33,1
33.82,76.79,7,6.99,16,18.6,28.82,188.02,106.37,1
39.3,60.79,5,7.46,3.84,19436.5,34.3,217.7,91.87,0
33.75,76.4,7,6.93,4.25,35793.76,28.75,156.84,127.52,0
35.9,70.95,7,6.13,3.84,22207.48,30.9,198.02,101,0
35.79,70.65,7,7.3,17,88.73,30.79,257.26,77.74,1
37.82,65.72,6,6.57,2.82,14598.95,32.82,192.65,103.82,0
31.54,75.56,7,6.74,18,246.11,26.54,411.49,48.6,1
38.53,64.17,5,8,4.06,12874.44,33.53,204.67,97.72,0
33.65,76.83,5,7.1,4.57,24548.6,28.65,206.83,96.7,0
35.19,67.5,7,6.73,17,69.86,30.19,233.47,85.66,1
30.61,78.16,6,7.62,17,190.02,25.61,355.02,56.33,1
31.9,73.07,7,6.82,17,22.67,26.9,185.36,107.9,1
33.73,76.99,6,6.58,4.76,27668.49,28.73,220.58,90.67,0
36.97,64.17,7,7.33,17,44.66,31.97,209.1,95.65,1
33.77,77.19,12,3.27,4.32,7408.98,28.77,145.49,137.46,0
33.6,76.44,7,8,2.52,12229.3,28.6,210.74,94.9,0
37.66,64.98,7,7.36,18,38.72,32.66,206.38,96.91,1
33.76,76.79,8,8,3.99,19026.67,28.76,214.22,93.36,0
33.72,76.6,7,6.06,4.27,23603.5,28.72,149.12,134.12,0
33.51,77.12,8,5.35,3.84,31795.63,28.51,193.81,103.19,0
38.46,63.79,8,8,3.6,14285.58,33.46,118.99,168.08,0
37.22,66.86,7,6.64,16,30.74,32.22,196.68,101.69,1
33.67,77.12,7,1.99,3.92,23039.33,28.67,216.48,92.39,0
33.6,76.25,9,8,4.8,32269.5,28.6,221.67,90.22,0
33.85,75.43,6,10.32,18,220.69,28.85,393.14,50.87,1
32.63,73.85,6,6.8,16,20.64,27.63,183.55,108.96,1
39.51,60.67,8,6.84,2.88,23608.86,34.51,197.46,101.29,0
38.63,63.01,6,8,5.92,14507.02,33.63,144.82,138.11,0
35.57,71.47,6,6.71,16,10.39,30.57,176.71,113.18,1
38.38,63.34,6,7.29,16,86.86,33.38,251.25,79.6,1
33.48,76.54,5,8.24,3.69,24414.97,28.48,212.82,93.98,0
36.59,66.76,6,7.61,18,26.71,31.59,193.26,103.49,1
35.01,73.19,7,6.73,4.36,22296.06,30.01,192.44,103.93,0
33.38,76.67,5,6.99,4.33,19713.41,28.38,222.94,89.71,0
36.18,70.2,9,8,4.12,7557.02,31.18,186.37,107.32,0
39,62.08,6,9.52,3.99,17258.19,34,204.08,98,0
32.57,75.32,6,6.95,16,26.71,27.57,191.12,104.65,1
33.84,76.21,6,5.62,18,62.19,28.84,230.7,86.69,1
39.39,61.27,6,7.08,4.76,23873.38,34.39,220.67,90.63,0
35.1,70.66,6,7.16,17,109.02,30.1,275.04,72.72,1
38.68,63.59,9,8.93,4.11,27884.43,33.68,197.65,101.19,0
34.09,73.73,7,6.72,18,64.11,29.09,232.74,85.93,1
33.51,78.1,9,5.78,5.06,25366.12,28.51,200.4,99.8,0
34.02,72.46,7,7.33,16,305.86,29.02,471.69,42.4,1
33.45,76.25,7,6.22,3.49,15155.55,28.45,189.34,105.63,0
34.58,66.83,7,6.76,16,62.19,29.58,222.94,89.71,1
37.43,68.31,6,7.34,17,81.23,32.43,249.74,80.08,1
29.99,77.65,6,6.91,16,155.42,24.99,316.96,63.1,1
36.88,67.8,9,6.35,4.16,13858.7,31.88,244.85,81.68,0
33.87,76.99,7,7.69,2.75,21856.15,28.87,224.39,89.13,0
33.76,76.4,8,5.65,3.87,16575.82,28.76,139.05,143.83,0
38.51,63.01,6,6.83,16,105.36,33.51,269.22,74.29,1
33.79,76.5,5,10.03,2.9,25433.23,28.79,213.65,93.61,0
34.28,75.35,6,2.57,5.51,48204.17,29.28,201.6,99.2,0
31.02,78.68,6,6.89,18,150.16,26.02,316.77,63.14,1
36.57,69.58,6,6.65,3.83,15176.29,31.57,191.84,104.25,0
39.46,61.18,5,6.91,2.61,17973.18,34.46,155.74,128.42,0
39.27,62.34,9,4.92,2.29,38494.72,34.27,197.29,101.38,0
38.84,62.11,8,9.02,3.99,19859.68,33.84,128.1,156.13,0
33.58,76.83,8,8,5.44,17905.48,28.58,138.53,144.38,0
33.73,76.7,6,7.18,4.01,5097.83,28.73,225.12,88.84,0
38.9,61.92,7,6.85,18,134.24,33.9,300.81,66.49,1
32.79,74.79,6,6.92,18,26.71,27.79,193,103.63,1
33.82,76.4,4,8.01,5.29,49341.42,28.82,187.23,106.82,0
32.27,78.88,7,8.14,16,190.02,27.27,359.58,55.62,1
37.72,65.63,8,10.77,3.23,38037.35,32.72,163.1,122.63,0
34.7,73.62,7,7.41,18,67.95,29.7,238.38,83.9,1
38.77,62.11,5,7.3,4.17,36043.71,33.77,235.74,84.84,0
33.55,76.15,8,8,4.32,25680.72,28.55,204.74,97.69,0
33.69,76.5,6,6.49,4.91,19821.34,28.69,205.15,97.49,0
33.45,72.24,6,6.66,18,251.19,28.45,415.99,48.08,1
39.3,60.89,7,5.77,4.69,24909.44,34.3,155.05,128.99,0
36.63,68.8,5,7.37,3.82,19283.4,31.63,155.64,128.5,0
35.53,69.91,6,7.45,17,160.66,30.53,327.08,61.15,1
33.75,76.31,8,8.16,4.16,29045.26,28.75,278.34,71.85,0
33.48,74.29,6,6.78,17,18.6,28.48,184.63,108.32,1
38.9,62.21,9,8,2.75,23403.64,33.9,169.97,117.66,0
33.03,74.75,6,6.99,16,24.69,28.03,189.49,105.55,1
33.87,74.64,8,6.1,4.28,23406.86,28.87,206,97.09,0
39.11,63.05,9,7.06,4.3,24991.77,34.11,215.95,92.62,0
33.85,73.76,6,7.88,18,212.2,28.85,380.54,52.56,1
37.1,67.47,7,6.73,16,134.24,32.1,300.64,66.52,1
33.32,77.16,6,7.93,3.41,17444.81,28.32,231.25,86.49,0
33.97,67.38,6,6.65,16,257.97,28.97,416.94,47.97,1
31.73,81.7,7,8.75,16,210.5,26.73,382.41,52.3,1
